,sentence_id,article_id,article_text,published_time,sentiment,NER,topic_id,topic_representation
895,036-072,036,"What is particularly disturbing now is the fact that inflation is exacerbated by a cascade of crises - food, energy, public debt. ",2022-08-14,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
896,036-073,036,These crises are affecting the whole world.,2022-08-14,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
897,036-074,036,EU finds itself in a very sensitive situation.,2022-08-14,neutral,"{'EU': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
898,036-075,036,"EU countries have not had high inflation for more than a decade, in some cases for a number of decades.",2022-08-14,positive,"{'EU': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
899,036-076,036,And the response of the EU Central Bank came late.,2022-08-14,neutral,"{'EU Central Bank': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
900,036-077,036,This creates problems beyond finance and economics.,2022-08-14,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
901,036-078,036,From history we know that high inflation has corrosive effects on societies.,2022-08-14,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
902,036-079,036,It affects the social fabric and brings political instability.,2022-08-14,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
903,036-080,036,"Now, all EU countries have to do their utmost to tame inflation and to do it quickly.",2022-08-14,neutral,"{'EU': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
904,036-081,036,The EU will have a major role to play.,2022-08-14,positive,"{'EU': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
905,036-082,036,At the same time a more effective way to address the Ukraine crisis will have to be worked out. ,2022-08-14,negative,"{'Ukraine': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
906,036-083,036,"Global Times: It is reported in June that you participated in signing an open letter, urging the new Slovenian government to ""take a sensible stance on the war in Ukraine"" that would lead to Ukraine and Russia engaging in ""serious peace talks.""",2022-08-14,positive,"{'Slovenian': ('MISC', 1), 'Ukraine': ('LOC', 2), 'Russia': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
907,036-084,036,Why did you sign such an open letter?,2022-08-14,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
908,036-085,036,"What kind of position do you think is ""sensible?""Türk: The critical question is how to stop the war.",2022-08-14,negative,"{'##ürk': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
909,036-086,036,"That will require a great deal of realism and courage, in other words ""a sensible stance.""",2022-08-14,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
910,036-087,036,"At present, the devastation continues and no meaningful initiatives to stop the war seem to exist.",2022-08-14,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
911,036-088,036,"EU seems completely dominated by its practice of sanctions - an approach that can cause a lot of damage, including in particular for the EU, but contributes little to solving the crisis.",2022-08-14,negative,"{'EU': ('ORG', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
912,036-089,036,"Therefore, the current approach has to be broadened and should include a vision of cessation of hostilities and subsequent peace talks.",2022-08-14,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
913,036-090,036,"In his recent interviews, widely publicized in EU, former US secretary of state Henry Kissinger offered a few ideas. ",2022-08-14,neutral,"{'EU': ('ORG', 1), 'US': ('LOC', 1), 'Henry Kissinger': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
914,036-091,036,"Moreover, the current sanctions-based approach is bolstering the narrative that suggests an inevitable ideological struggle between ""democracies and autocracies,"" i.e. between West and East.",2022-08-14,negative,"{'West': ('LOC', 1), 'East': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
915,036-092,036,This should be a matter of serious concern.,2022-08-14,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
916,036-093,036,"A ""sensible"" policy should avoid the trap of paralyzing much-needed global cooperation by ideological confrontation.",2022-08-14,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
917,036-094,036,"The most urgent tasks of the world, in particular the tasks of saving the global commons, require global cooperation, not global ideological confrontation.",2022-08-14,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
918,037-000,037,"Oil giant Saudi Aramco on Sunday unveiled record profits of $48.4 billion in the second quarter of 2022, after the Russia-Ukraine conflict and a post-pandemic surge in demand sent crude prices soaring.",2022-08-14,negative,"{'Saudi Aramco': ('ORG', 1), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
919,037-001,037,"Net income leapt 90 percent year-on-year for the world's biggest oil producer, which clocked its second straight quarterly record after announcing $39.5 billion for Q1.""While global market volatility and economic uncertainty remain, events during the first half of this year support our view that ongoing investment in our industry is essential - both to help ensure markets remain well supplied and to facilitate an orderly energy transition,"" said Aramco President and CEO Amin H. Nasser.",2022-08-14,positive,"{'Aramco': ('ORG', 1), 'Amin H. Nasser': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
920,037-002,037,"""In fact, we expect oil demand to continue to grow for the rest of the decade, despite downward economic pressures on short-term global forecasts.",2022-08-14,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
921,037-003,037,"""Net income rose 22.7 percent from Q1 in ""strong market conditions,"" Aramco said.",2022-08-14,positive,"{'Aramco': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
922,037-004,037,"Half-year profits were $87.9 billion, up from $47.2 billion for the same period of 2021.Aramco paid an $18.8 billion dividend in Q2 and will disburse the same amount in Q3.The quarterly profits, the highest since Aramco's flotation in late 2019, beat analyst forecasts of $46.2 billion.",2022-08-14,positive,"{'Aramco': ('ORG', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
923,037-005,037,Aramco was priced at 40.8 riyals ($10.9) ahead of the Saudi stock exchange's opening on Sunday.,2022-08-14,neutral,"{'Aramco': ('ORG', 1), 'exchange': ('ORG', 1), 'Saudi': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
924,037-006,037,"Aramco floated 1.7 percent of its shares on the Saudi bourse in December 2019, generating $29.4 billion in the world's biggest initial public offering. ",2022-08-14,positive,"{'Aramco': ('ORG', 1), 'Saudi': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
925,037-007,037,"The ""crown jewel"" and leading source of income for the kingdom temporarily supplanted Apple as the world's most valuable company in March.",2022-08-14,positive,"{'Apple': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
926,037-008,037,It now lies second in the list.,2022-08-14,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
927,037-009,037,"Earlier in August, the International Energy Agency said global oil demand will rise more than previously forecast in 2022 as heat waves and soaring gas prices prompt countries to switch fuels for power generation.",2022-08-14,positive,"{'International Energy Agency': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1676,038-000,038,nan,2022-08-14,neutral,{},1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
928,039-000,039,"Estonia and Latvia, trapped in the anxiety of geosecurity and under pressure from the US, have withdrawn from cooperation between China and Central and EU Countries (China-CEEC Cooperation), which, China analysts said, is a ""shortsighted approach"" and means they will lose their diplomatic independence and sacrifice their opportunities for development. ",2022-08-13,negative,"{'Estonia': ('LOC', 1), 'Latvia': ('LOC', 1), 'US': ('LOC', 1), 'China': ('LOC', 3), 'Central': ('MISC', 1), 'Countries': ('MISC', 1), 'EU': ('ORG', 1), 'CEEC Cooperation': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
929,039-001,039,"The two Baltic nations' move won't have a major impact on the China-CEEC Cooperation, but pinning their hopes on the EU and the US is very unwise as the EU and the US can hardly offer them any tangible or much-needed economic help, analysts said.",2022-08-13,positive,"{'Baltic': ('MISC', 1), 'China': ('MISC', 1), '- CEEC Cooperation': ('ORG', 1), 'EU': ('ORG', 2), 'US': ('LOC', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
930,039-002,039,"The two Baltic nations issued similar statements on Thursday, saying they decided to cease participation in the cooperation framework of China-CEEC Cooperation, but will continue to strive for constructive and pragmatic relations with China bilaterally and through EU-China cooperation.",2022-08-13,neutral,"{'Baltic': ('MISC', 1), 'EU': ('MISC', 1), 'China': ('LOC', 3), 'CEEC Cooperation': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
931,039-003,039,"Estonia further said it has not attended any of the meetings of the format since February 2021.Analysts said their move will not be a setback for China or China-CEEC Cooperation as some West media claimed, as the Baltic nations cannot represent majority of the CEEC due to their limited participation in the mechanism.",2022-08-13,negative,"{'Estonia': ('LOC', 1), 'China': ('LOC', 2), '- CEEC Cooperation': ('ORG', 2), 'West': ('MISC', 1), 'Baltic': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
932,039-004,039,They noted that it's unlikely that many CEEC participants would follow suit.,2022-08-13,neutral,"{'CEEC': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
933,039-005,039,"Liu Zuokui, a research fellow on EU studies at the China Academy of Social Sciences, told the Global Times that China-CEEC Cooperation will not fall apart, collapse or fail, and the two countries' move is part of framework optimization.",2022-08-13,positive,"{'Liu Zuokui': ('PER', 1), 'EU': ('ORG', 1), 'China Academy of Social Sciences': ('ORG', 1), 'Global Times': ('ORG', 1), 'CEEC Cooperation': ('ORG', 1), 'China': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
934,039-006,039,"He noted that the significance of the mechanism remains for both China and CEEC.The move comes amid the Russia-Ukraine conflict, as Baltic nations have lapsed into growing anxiety over security.",2022-08-13,positive,"{'China': ('LOC', 1), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1), 'CEEC': ('ORG', 1), 'Baltic': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
935,039-007,039,"Thus, they have prioritized security over economy, and even ignored the livelihoods of residents, analysts said. ",2022-08-13,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
936,039-008,039,"On the same day of their departure from the mechanism, Latvia's parliament designated Russia as a ""state sponsor of terrorism"" over the military operations against Ukraine, and Estonia said it will from next week prevent most Russia from entering the country with visas issued by Estonian authorities, according to Reuters. ",2022-08-13,negative,"{'Latvia': ('LOC', 1), 'Russia': ('LOC', 2), 'Ukraine': ('LOC', 1), 'Estonia': ('LOC', 1), 'Estonian': ('MISC', 1), 'Reuters': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
937,039-009,039,"For Baltic nations, geopolitical and security factors are now undoubtedly crowding out the space for foreign trade, Cui Hongjian, director of the Department of EU Studies at the China Institute of International Studies, told the Global Times. ",2022-08-13,positive,"{'Baltic': ('MISC', 1), 'Cui Hongjian': ('PER', 1), 'Department of EU Studies': ('ORG', 1), 'China Institute of International Studies': ('ORG', 1), 'Global Times': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1487,039-010,039,"Lithuania quit the mechanism in May 2021, but Liu said unlike Lithuania, whose departure was ""destructive"" due to its dangerous move to challenge the one-China principle, Latvia and Estonia in their statements said they would continue to strive for pragmatic relations with China through EU-China cooperation. ",2022-08-13,negative,"{'Lithuania': ('LOC', 2), 'China': ('LOC', 3), 'Latvia': ('LOC', 1), 'Estonia': ('LOC', 1), 'Liu': ('PER', 1), 'one': ('MISC', 1), 'EU': ('MISC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1488,039-011,039,"Apart from the two, Lithuania went further to suggest the mechanism be replaced by cooperation between China and the EU. ",2022-08-13,neutral,"{'Lithuania': ('LOC', 1), 'China': ('LOC', 1), 'EU': ('ORG', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
938,039-012,039,"Lithuanian Foreign Minister Gabrielius Landsbergis called the mechanism ""redundant and divisive"" in a tweet on Thursday, and he said the mechanism should be replaced with EU27+1.However, analysts believe the CEEC nations are finding it difficult to achieve the cooperation that best suits themselves through the EU-China mechanism. ",2022-08-13,positive,"{'Lithuanian': ('MISC', 1), 'EU27': ('MISC', 1), 'EU': ('MISC', 1), 'Gabrielius Landsbergis': ('PER', 1), 'CEEC': ('ORG', 1), 'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
939,039-013,039,"In the framework of the EU, cooperation with China is mostly dominated by large EU members that focus on green technology and the digital economy, but many CEEC members actually need more infrastructure, Liu said. ",2022-08-13,neutral,"{'EU': ('ORG', 2), 'CEEC': ('ORG', 1), 'China': ('LOC', 1), 'Liu': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
940,039-014,039,"Five of the CEEC within the China-CEEC Cooperation framework are non-EU countries, including Albania and Serbia. ",2022-08-13,neutral,"{'CEEC': ('ORG', 2), 'China': ('MISC', 1), 'Cooperation': ('MISC', 1), 'non': ('MISC', 1), 'EU': ('MISC', 1), 'Albania': ('LOC', 1), 'Serbia': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
941,039-015,039,"Thus, China-CEEC Cooperation is a valuable supplement to China-EU cooperation, as it takes good care of the actual needs of CEEC, analysts said. ",2022-08-13,positive,"{'China': ('MISC', 2), 'Cooperation': ('MISC', 1), 'CEEC': ('ORG', 2), 'EU': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
942,039-016,039,"China-CEEC Cooperation, launched in 2012, has become a model of trans-regional cooperation.",2022-08-13,positive,"{'China': ('MISC', 1), 'CEEC Cooperation': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
943,039-017,039,"In the past decade, the practical cooperation between China and the CEEC has doubled trade volume.",2022-08-13,neutral,"{'China': ('LOC', 1), 'CEEC': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
944,039-018,039,"China investment in CEEC has increased six-fold, according to the National Development and Reform Commission. ",2022-08-13,positive,"{'China': ('LOC', 1), 'CEEC': ('ORG', 1), 'National Development and Reform Commission': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
945,039-019,039,China battery maker Contemporary Amperex Technology Ltd (CATL) said on Friday it planned to invest 7.34 billion euros ($7.56 billion) in a new plant in Hungary to supply major EU automakers.,2022-08-13,neutral,"{'China': ('LOC', 1), 'Hungary': ('LOC', 1), 'Contemporary Amperex Technology Ltd': ('ORG', 1), 'CATL': ('ORG', 1), 'EU': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
946,039-020,039,"In late July, Croatia's China-built Peljesac Bridge opened, connecting two parts of the country's coastline for the first time.",2022-08-13,neutral,"{'Croatia': ('LOC', 1), 'Peljesac Bridge': ('LOC', 1), 'China': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
947,039-021,039,"It is the largest infrastructure project undertaken by the China side in Croatia, illustrating the strong cooperation between China and EU, according to the Xinhua News Agency.",2022-08-13,positive,"{'China': ('LOC', 2), 'Croatia': ('LOC', 1), 'EU': ('ORG', 1), 'Xinhua News Agency': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
948,039-022,039,"Péter Szijjártó, Hungarian minister of foreign affairs and trade, said that the country is proud that CATL decided to execute the biggest ever greenfield investment in the history of Hungary, according to CATL. ",2022-08-13,positive,"{'Péter Szijjártó': ('PER', 1), 'Hungarian': ('MISC', 1), 'CATL': ('ORG', 2), 'Hungary': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
949,039-023,039,"When other CEEC nations are getting more development opportunities and regional interconnections through China-CEEC Cooperation, the Baltic nations have brought politics and ideology into the economy under the influence of the US, analysts said. ",2022-08-13,positive,"{'CEEC': ('ORG', 1), '- CEEC Cooperation': ('ORG', 2), 'China': ('MISC', 1), 'Baltic': ('MISC', 1), 'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1489,039-024,039,"US State Department Spokesperson Vedant Patel said ""we respect and support Estonia's and Latvia's sovereign decision to no longer participate,"" and voiced ""deep concern"" about China's relations with Russia. ",2022-08-13,positive,"{'US State Department': ('ORG', 1), 'Vedant Patel': ('PER', 1), 'Estonia': ('LOC', 1), 'Latvia': ('LOC', 1), 'China': ('LOC', 1), 'Russia': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
950,039-025,039,"Cui said the reason the Baltic nations quit the framework was also because they wanted to gain more political and security protection from the US, but blindly following the US makes it difficult for them to make decisions based on market rules. ",2022-08-13,negative,"{'Cui': ('PER', 1), 'Baltic': ('MISC', 1), 'US': ('LOC', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
951,039-026,039,"Their shortsighted approach will see them lose regional cooperation opportunities in the framework and they are unlikely to get any tangible benefits from the US, analysts said, noting that the US' economic plans are purely made to serve its geopolitical purposes without caring for partners' needs. ",2022-08-13,neutral,"{'US': ('LOC', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
952,039-027,039,"More importantly, when the world is turning to Asia for economic opportunities as Asia, with China being one important part, represents the future of the global economy, running in the opposite direction would be a long-term loss for prosperity, Cui said.  ",2022-08-13,positive,"{'Asia': ('LOC', 2), 'China': ('LOC', 1), 'Cui': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
953,039-028,039,"The London-based think tank Center for Economics and Business Research forecast in early 2022 that China is expected to pass the US as the world's largest economy in 2030.""When the economic and supply chain layouts in Asia have been completed, there will be no room for Baltic nations,"" Cui said.",2022-08-13,negative,"{'London': ('MISC', 1), 'Baltic': ('MISC', 1), 'Center for Economics and Business Research': ('ORG', 1), 'China': ('LOC', 1), 'US': ('LOC', 1), 'Asia': ('LOC', 1), 'Cui': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1677,040-000,040,"China's newly released white paper on the Taiwan question showcased the historical and inevitable trend of reunification, with 1.4 billion China people's determination, sincerity in practicing ""one country, two systems"" with compatriots in Taiwan island, and China's increasing strength in preventing external interference, analysts said during a symposium held by one of China's highest-level think tanks on Friday. ",2022-08-13,positive,"{'China': ('LOC', 4), 'Taiwan': ('LOC', 2)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1678,040-001,040,"The Institute of Taiwan Studies of the China Academy of Social Sciences held a symposium on Friday with more than 30 experts on the Taiwan question gathering in Beijing to discuss the importance of the newly released white paper titled ""The Taiwan Question and China's Reunification in the New Era.",2022-08-13,positive,"{'Institute of Taiwan Studies': ('ORG', 1), 'China Academy of Social Sciences': ('ORG', 1), 'Taiwan': ('LOC', 2), 'Beijing': ('LOC', 1), 'China': ('LOC', 1), 'Reunification': ('MISC', 1), 'New Era': ('MISC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1766,040-002,040,"""It was published on Wednesday, following the tensions triggered by US House Speaker Nancy Pelosi's provocative visit to the island of Taiwan on August 2. ",2022-08-13,negative,"{'US House': ('ORG', 1), 'Nancy Pelosi': ('PER', 1), 'Taiwan': ('LOC', 1)}",2,"['pelosi', 'visit', 'taiwan', 'nancy', 'philippines', 'asean', 'criticized', 'putin', 'francisco', 'san']"
1679,040-003,040,"Analysts at the symposium pointed out that the white paper highlights the new context in the new era for China to deal with the Taiwan question and the inevitable historical trend for China to realize reunification despite challenges. 

",2022-08-13,negative,"{'China': ('LOC', 2), 'Taiwan': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1680,040-004,040,"A missile is launched by the rocket force of the Eastern Theater Command of the China People's Liberation Army (PLA), targeting designated maritime areas to the east of the Taiwan Island, Aug. 4, 2022.",2022-08-13,positive,"{'Eastern Theater Command': ('ORG', 1), ""China People ' s Liberation Army"": ('ORG', 1), 'PLA': ('ORG', 1), 'Taiwan Island': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1490,040-005,040,The Eastern Theater Command on Thursday conducted joint combat exercises and training around the Taiwan Island on an unprecedented scale.,2022-08-13,negative,"{'Eastern Theater Command': ('ORG', 1), 'Taiwan Island': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
954,040-006,040,Photo:,2022-08-13,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1681,040-007,040,"XinhuaThe white paper starts from the preamble, displaying the China people's determination for reunification, noting that resolving the Taiwan question and realizing China's complete reunification is a shared aspiration of all the sons and daughters of the China nation, and it is indispensable for the realization of China's rejuvenation and a historical mission of the Communist Party of China (CPC).Huang Shujia, an expert from the Renmin University of China, said that China's national rejuvenation has become an inevitable trend and the mission to realize reunification is more urgent. ",2022-08-13,positive,"{'Xinhua': ('ORG', 1), 'Communist Party of China': ('ORG', 1), 'CPC': ('ORG', 1), 'Renmin University of China': ('ORG', 1), 'China': ('LOC', 5), 'Taiwan': ('LOC', 1), 'Huang Shujia': ('PER', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1682,040-008,040,"""While never before have the China been so close to, confident in and capable of achieving the goal, separatist forces in the island and external forces have ramped up efforts in seeking independence,"" said Huang.",2022-08-13,positive,"{'China': ('LOC', 1), 'Huang': ('PER', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1683,040-009,040,"With this background, the newly released white paper answers questions on why we should speed up the reunification process, why we should ramp up efforts in fighting separatist forces in the island, what kind of reunification we are pursuing and in which way to realize it, and what role the people in Taiwan will play during the process of reunification.",2022-08-13,neutral,"{'Taiwan': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
955,040-010,040,"All these are questions that China people and the international community have heatedly discussed in recent weeks, Huang said. ",2022-08-13,neutral,"{'China': ('LOC', 1), 'Huang': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1767,040-011,040,"The white paper, which was not issued to merely respond to Pelosi's visit, had been in progress for a long time.",2022-08-13,positive,"{'Pelosi': ('PER', 1)}",2,"['pelosi', 'visit', 'taiwan', 'nancy', 'philippines', 'asean', 'criticized', 'putin', 'francisco', 'san']"
1684,040-012,040,"It was released at such a sensitive time to make accurate and clear statements on China's policies on the Taiwan question when the whole world is closely watching what China will do and whether it will take the island back by force after its impressive military drills around the island ended, the expert said.

",2022-08-13,positive,"{'China': ('LOC', 2), 'Taiwan': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
956,040-013,040,"China, not even a bit can be left behind Graphic: Deng Zijun/GTThe",2022-08-13,neutral,"{'China': ('LOC', 1), 'Deng Zijun': ('PER', 1), 'GTThe': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1685,040-014,040,"PLA's recent military countermeasures to Pelosi's visit were also frequently mentioned during the symposium, with experts noting that the white paper's statements on how to realize reunification also showcased China's resolve for reunification and its sincerity in realizing it in a peaceful way. ",2022-08-13,positive,"{'PLA': ('ORG', 1), 'Pelosi': ('PER', 1), 'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
957,040-015,040,"""We will work with the greatest sincerity and exert our utmost efforts to achieve peaceful reunification.",2022-08-13,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
958,040-016,040,"But we will not renounce the use of force, and we reserve the option of taking all necessary measures.",2022-08-13,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
