Model,Sentence,Sentiment,published_time
VADER,All relevant parties have put forward their own security demands before.,positive,2022-02-23
VADER,"Although no consensus was reached, that doesn't necessarily mean a complete breakup of negotiations.",negative,2022-02-23
VADER,It hasn't reached the point that the issue must be solved by war.,negative,2022-02-23
VADER,Whether the situation will further escalate next mainly depends on the scale of the US sanctions imposed on Russia and whether Russia will be provoked to take more aggressive measures.,negative,2022-02-23
VADER,Peace and no war is in the biggest and common interests of all countries in the European continent.,positive,2022-02-23
VADER,"In this sense, only by achieving a soft landing for the Russia-Ukraine crisis can Europe realize peace.",negative,2022-02-23
VADER,"True security should be inalienable, common, integrated, cooperative and sustainable.",positive,2022-02-23
VADER,"This means all sides' security interests should be respected and safeguarded, and if any party's security concerns are ignored or even trampled on, geopolitical disputes will continue and never cease.",positive,2022-02-23
VADER,The knot must be untied by the one who tied it.,neutral,2022-02-23
VADER,Russia and Ukraine need to have face-to-face dialogues.,neutral,2022-02-23
VADER,The US and NATO should be pulled back from the Russia-Ukraine crisis as much as possible and there should be no more complicated elements added to influence the situation.,negative,2022-02-23
VADER,"In particular, at a time when the situation is uncertain, all sides should leave some space for Russia and Ukraine to solve the problems.",negative,2022-02-23
VADER,"Confrontation, sanctions, or even a direct battle will not help ease tensions.",negative,2022-02-23
VADER,The flames scattered in eastern Ukraine are reminding all parties of the fact that blindly imposing pressure will only lead to an escalation of conflicts.,negative,2022-02-23
VADER,"What is most needed there are restraints and rationality, as well as constructive efforts of the international community.   ",positive,2022-02-23
VADER,China has no self-interest in the Ukraine issue.,negative,2022-02-23
VADER,It has always upheld a fair and responsible attitude and will decide its own position based on the merits of the matter itself.,positive,2022-02-23
VADER,"Although all parties have different views on the Ukraine crisis, the top priority now is to avoid any actions that could intensify tensions.",negative,2022-02-23
VADER,The international community should reach such a consensus as soon as possible.,neutral,2022-02-23
VADER,The development of the Ukraine situation is the result of a series of complex factors.,neutral,2022-02-23
VADER,"Now that it has come to the brink of a cliff, all parties should work together to pull it back.",positive,2022-02-23
VADER, Ukrainian President Volodymyr Zelensky said on Tuesday that he expects no conflict with Russia.,positive,2022-02-23
VADER,"""We believe that there will be no large-scale war against Ukraine, and there won't be a wide escalation from the side of the Russian Federation,"" Zelensky said, adding that Kiev stands ready to impose a martial law if there is aggression against Ukraine.",neutral,2022-02-23
VADER,"Earlier in the day, Zelensky said that he was weighing a request from the foreign ministry to sever diplomatic ties with Russia.",neutral,2022-02-23
VADER,"Russian President Vladimir Putin on Monday signed two decrees recognizing ""the Lugansk People's Republic (LPR)"" and ""the Donetsk People's Republic (DPR)"" as independent and sovereign states.",neutral,2022-02-23
VADER,"At a ceremony held in the Kremlin, Putin also inked the treaty of friendship, cooperation and mutual assistance between Russia and the LPR and the DPR respectively with the heads of the two ""republics,"" a Kremlin statement said.",positive,2022-02-23
VADER, British Prime Minister Boris Johnson announced on Tuesday a range of sanctions against Russia in response to the latest development in Ukraine.,neutral,2022-02-23
VADER,"Johnson told the House of Commons that Russian President Vladimir Putin had violated the Minsk agreements by recognizing the ""Lugansk People's Republic"" and the ""Donetsk People's Republic"" as independent and sovereign states.",negative,2022-02-23
VADER,"Announcing the sanctions, Johnson said that Britain would sanction five Russian banks and three very high net worth individuals.",positive,2022-02-23
VADER,"""Any assets they hold in the UK will be frozen, the individuals concerned will be banned from traveling here, and we will prohibit all UK individuals and entities from having any dealings with them,"" he said, adding that this is the ""first tranche, the first barrage, of what we are prepared to do alongside the United States and the European Union if the situation escalates still further.",positive,2022-02-23
VADER,"""Russia has vowed to retaliate if new sanctions are imposed.",negative,2022-02-23
VADER,"Putin said on Monday he was aware that the West was trying to ""blackmail"" Russia again with sanctions, but said he believed that sanctions would continue just because Russia exists, regardless of the situation in Ukraine.",neutral,2022-02-23
VADER,Johnson said Britain would not give up on seeking a diplomatic resolution to the situation in Ukraine.,neutral,2022-02-23
VADER," The chief of the North Atlantic Treaty Organization (NATO) has urged Russia to ""choose the path of diplomacy"" in the conflict with Ukraine.",negative,2022-02-23
VADER,"""This is the most dangerous moment in European security for a generation,"" NATO Secretary General Jens Stoltenberg said at the conclusion of an extraordinary meeting of the NATO-Ukraine Commission here on Tuesday.",negative,2022-02-23
VADER,"""Europe and North America continue to stand strong together in NATO, committed to defend and protect each other,"" he said.",positive,2022-02-23
VADER,He said NATO put its Response Force on higher readiness several weeks ago and has 100 jets on high alert and 120 ships at sea.,positive,2022-02-23
VADER,"However, he stressed that it was not late to choose the path of diplomacy rather than attack as he called on Russia to engage in talks to find a political solution to the conflict.",negative,2022-02-23
VADER,He welcomed the economic sanctions announced by many NATO allies and the decision by the German government that it cannot certify the Nord Stream 2 pipeline.,positive,2022-02-23
VADER,Stoltenberg also said that Russian forces continue to prepare for a potential attack on Ukraine after Moscow recognized two separatist regions as independent.,negative,2022-02-23
VADER,"Russian President Vladimir Putin on Monday signed two decrees recognizing the ""Lugansk People's Republic (LPR)"" and the ""Donetsk People's Republic (DPR)"" as independent and sovereign states.",neutral,2022-02-23
VADER,"The European security crisis was caused by NATO's eastward expansion, which has led to the loss of mutual trust, Putin said on Monday.",negative,2022-02-23
VADER,"He said it was just for NATO to accept Ukraine as a member state and then build facilities on its territory, which would dramatically raise the level of military threats to Russia.",negative,2022-02-23
VADER," The European Union (EU) is ready to take further action against Russia if it continues to escalate the crisis, European Commission President Ursula von der Leyen warned here on Tuesday.",negative,2022-02-23
VADER,"In a statement, von der Leyen said EU member states had given their political consent to a new package of sanctions against Russia following its recognition of the independence of the Ukrainian regions of Donetsk and Luhansk.",positive,2022-02-23
VADER,"The package contains a number of ""calibrated measures"" targeting banks that finance the Russian military apparatus and contribute to the destabilization of Ukraine.",positive,2022-02-23
VADER,"It also bans trade between the two breakaway regions and the EU, as it did with Crimea in 2014, and limits the Russian government's ability to raise capital on the EU's financial markets.",positive,2022-02-23
VADER,"Russian President Vladimir Putin on Monday evening signed decrees recognizing the independence of two self-proclaimed regions in eastern Ukraine's Donbass as ""the Lugansk People's Republic (LPR)"" and ""the Donetsk People's Republic (DPR).""Russia has done everything to preserve the territorial integrity of Ukraine by fighting for the implementation of 2015 Minsk agreement, but all the efforts ended up in vain, Putin said on Monday.",negative,2022-02-23
VADER,"The security crisis occurred due to NATO's eastward expansion, which has led to the loss of mutual trust with Russia, he noted.",negative,2022-02-23
VADER,"According to Josep Borrell, EU's High Representative for Foreign Affairs and Security Policy, the package comprises sanctions against 351 members of the Russian State Duma (lower house of the country's Federal Assembly) who voted to recognize the two regions.",positive,2022-02-23
VADER,"The EU will also ""target 27 individuals and entities who are playing a role in undermining or threatening Ukraine's territorial integrity, sovereignty and independence,"" he said.",negative,2022-02-23
VADER,"Furthermore, the sanctions aim to target the Russian state's ability to access the EU's capital and financial markets and services.",positive,2022-02-23
VADER,"""If",neutral,2022-02-23
VADER,"Russia continues to escalate this crisis that it has created, we are ready to take further action in response,"" von der Leyen said.",negative,2022-02-23
VADER,"On the controversial Russia-Germany Nord Stream 2 gas pipeline, von der Leyen said she believed that the German government was ""absolutely right"" to stop the project, which must be assessed in light of the security of energy supply for all of Europe.",positive,2022-02-23
VADER,"""This crisis shows that Europe is still too dependent on Russian gas.",negative,2022-02-23
VADER,We have to diversify our suppliers and massively invest in renewables.,neutral,2022-02-23
VADER,"This is a strategic investment in our energy independence,"" she said.",positive,2022-02-23
VADER,The conflict in eastern Ukraine began in April 2014 with fightings between the Ukrainian government troops and local armed groups who seized several towns.,negative,2022-02-23
VADER,"With the mediation of the global community, the two sides in Belarus' capital of Minsk reached ceasefire agreements in September 2014 and February 2015 respectively.",positive,2022-02-23
VADER,Russia has been seeking NATO's guarantee to halt eastward expansion.,positive,2022-02-23
VADER,"However, U.S. President Joe Biden's administration took a hard line against Russia, supporting Ukraine's efforts to join the U.S.-led military alliance and increasing its military assistance to Ukraine, which has re-escalated tensions in the region.",positive,2022-02-23
VADER,"The situation in eastern Ukraine has been getting worse since Feb. 17, as the Ukrainian government and local armed groups blamed each other for launching aggressive bombards.",negative,2022-02-23
VADER," The Russian Federation Council, or the upper house of parliament, on Tuesday approved Russian President Vladimir Putin's request for the use of military abroad.",positive,2022-02-23
VADER,"""Senators unanimously supported the adoption of the relevant Resolution,"" said a statement published on the website of the Federation Council.",positive,2022-02-23
VADER,"Putin on Tuesday submitted a proposal that the Federation Council approve a resolution authorizing the use of the Armed Forces of the Russian Federation abroad on the basis of the generally accepted principles and norms of international law, according to the Kremlin.",positive,2022-02-23
VADER,"Earlier in the day, Russia's State Duma, the lower house of parliament, ratified the treaties on friendship, cooperation and mutual assistance with ""the Lugansk People's Republic (LPR)"" and ""the Donetsk People's Republic (DPR)"" during a plenary session.",positive,2022-02-23
VADER,"Putin inked the treaties on Monday, together with the heads of the LPR and DPR.",neutral,2022-02-23
VADER,The president also signed two decrees recognizing the LPR and the DPR as independent and sovereign states on Monday.,neutral,2022-02-23
VADER,Ukrainian President Volodymyr Zelensky said early Tuesday that Kiev has been urging the international community to hold emergency talks over Russia's decision on the status of Donetsk and Lugansk regions in eastern Ukraine.,negative,2022-02-23
VADER," U.S. President Joe Biden on Tuesday announced ""the first tranche"" of sanctions against Russia after Moscow deployed troops in the Lugansk and Donetsk regions.",neutral,2022-02-23
VADER,"Russian President Vladimir Putin on Monday signed two decrees, recognizing ""the Lugansk People's Republic"" and ""the Donetsk People's Republic"" as ""independent and sovereign"" states, and later ordered troops to enter the regions to conduct peacekeeping operations.",positive,2022-02-23
VADER,Lugansk and Donetsk declared independence following a vote during the height of armed conflict with Kiev in 2014.,negative,2022-02-23
VADER,Ukraine refused to recognize their self-proclaimed status.,negative,2022-02-23
VADER,"Calling Russia's move ""the beginning of a Russian invasion of Ukraine,"" Biden said in remarks delivered from the White House that his administration will impose sanctions on two Russian financial institutions - the VEB and the country's military bank -- as well as on Russia's sovereign debt and three individuals.",negative,2022-02-23
VADER,"He explained that the measure ""means we've cut off Russia's government from Western financing.",negative,2022-02-23
VADER,It can no longer raise money from the West and cannot trade in its new debt on our markets or European markets either.,negative,2022-02-23
VADER,"""Biden also mentioned the suspension of the Nord Stream 2 natural gas pipeline project between Russia and Germany, which Berlin announced earlier in the day.",positive,2022-02-23
VADER,"Additional sanctions will be followed if the situation escalates, he said.",neutral,2022-02-23
VADER,"The president also announced movements of U.S. troops to the three Baltic states of Estonia, Latvia and Lithuania, all of which are members of the North Atlantic Treaty Organization (NATO) and share borders with Russia.",positive,2022-02-23
VADER,"Biden said that the United States has ""no intention of fighting Russia"" but will ""abide by"" its commitments to NATO.Following Moscow's recognition of Lugansk and Donetsk, Biden signed an executive order on Monday banning Americans from doing businesses in the two regions.",positive,2022-02-23
VADER,"On Tuesday, U.S. Secretary of State Antony Blinken called off a meeting with Russian Foreign Minister Sergey Lavrov scheduled for Thursday.",neutral,2022-02-23
VADER,"During a joint press briefing at the State Department with Ukrainian Foreign Minister Dmytro Kuleba, Blinken said it makes little sense to hold a meeting with Lavrov following the Russian moves.",neutral,2022-02-23
VADER,"The secessionist DPP authority's so-called ""sympathy"" for Ukraine's situation is 'self-serving,' Ma Xiaoguang, spokesperson for the Taiwan Affairs Office of the State Council, commented on Wednesday.",positive,2022-02-23
VADER,"The DPP authority has been playing along the US and Western rhetoric and exploiting the Ukraine issue to maliciously hype the so-called ""military coercion"" from the Chinese mainland, behind which hides their evil intentions of ""internationalizing"" the Taiwan question and inciting ""anti-China"" sentiments on the island, Ma said.",negative,2022-02-23
VADER,Ma said it is entirely a political manipulation by the DPP for its own selfish interests.,negative,2022-02-23
VADER,"The spokesperson reiterated that the island of Taiwan is an inalienable part of China, and that the Taiwan question is purely China's domestic affair.",neutral,2022-02-23
VADER,Ma stressed that the DPP authority and the secessionists on the island colliding with external forces are the root cause of the tension across the Taiwan Straits.,negative,2022-02-23
VADER,"All the necessary actions Beijing has taken to safeguard China's national sovereignty and territorial integrity are aimed at stopping secessionist activities and interference by external forces, with the purpose of fundamentally safeguarding the vital interests of the compatriots on both sides of the Taiwan Strait and the overall interests of the Chinese people, Ma said.",positive,2022-02-23
VADER,Global Times,neutral,2022-02-23
VADER,The Munich Security Conference 2022 was held under the shadow of multiple challenges including the Ukraine crisis.,negative,2022-02-23
VADER,"The Munich Security Index 2022 shows perceptions of risk that pervade the societies of G7 countries due to the COVID-19 pandemic, geopolitical tensions, domestic political polarization, and rising inequality.",negative,2022-02-23
VADER,"As the Munich Security Report 2022 points out, many Western people believe that they are living in a ""new era of successive and interconnected disruptions,"" and there is a growing ""collective helplessness.",negative,2022-02-23
VADER,"""Such helplessness comes from domestic political dysfunction.",negative,2022-02-23
VADER,"Economic inequality, ethnic tensions, and intergenerational conflicts are old problems that become even worse in a polarized political environment.",negative,2022-02-23
VADER,"The stagnation of political reforms has largely contributed to ""crisis fatigue"" within the G7 countries mentioned in the Munich Security Report 2022.",negative,2022-02-23
VADER,People feel less confident in their governments.,positive,2022-02-23
VADER,"According to a recent NBC News poll, only 22 percent answered that things are ""headed in the right direction.",neutral,2022-02-23
VADER,"""The trend toward the retreat of democracy continues, warned Wolfgang Ischinger, chairman of the Munich Security Conference.",positive,2022-02-23
VADER,"The ""illiberal movement"" within the West is worsening, and there are challenges like populism and neo-fascism.",negative,2022-02-23
VADER,US leadership in the West has been damaged due to its domestic illiberal movement.,negative,2022-02-23
VADER,"During the Biden presidency, the US is more divided under the crisis of democracy. ",negative,2022-02-23
VADER,"Helplessness stems from the external challenges Western countries face, which are often self-imposed.",negative,2022-02-23
VADER,"NATO enlargement and the EU's expansion eastward are the key factors influencing Russia's strong responses to the Ukraine crisis, according to John Mearsheimer, professor at the University of Chicago.",negative,2022-02-23
VADER,He pointed out that the Ukraine crisis is the West's fault as the West had been moving into Russia's backyard and threatening its core strategic interests. ,negative,2022-02-23
VADER,"Indeed, Ukraine has the right to make a choice, but that choice should not expose its neighbor to a major security threat.",negative,2022-02-23
VADER,"Given the US and EU interference in Ukraine, it's hard to argue that Kiev's choice is truly ""independent.""",neutral,2022-02-23
VADER,"Leaked classified documents show that senior US officials like Victoria Nuland, US' current under secretary of state for political affairs, have been weighing in on the make-up of the Ukrainian government. ",positive,2022-02-23
VADER,"For the US, the survival of NATO depends on deliberately created geopolitical tensions.",negative,2022-02-23
VADER,The Obama administration's actions during the Russo-Georgian War and the Biden administration's moves during the recent Ukraine crisis show to the world a rattled US government. ,negative,2022-02-23
VADER,"""Helpless"" Europe must realize that there is indeed a geopolitical factor.",negative,2022-02-23
VADER,"Some European countries, including Germany, seem to be interested in participating in the geopolitical game in the Indo-Pacific region, following Washington to provoke Beijing on the Taiwan question.",neutral,2022-02-23
VADER,This will bring them into trouble. ,negative,2022-02-23
VADER,Another contribution to the West's helplessness is the Afghanistan issue.,negative,2022-02-23
VADER,"With the hasty withdrawal of the US troops from Afghanistan, the humanitarian crisis in Afghanistan is getting worse because of the de facto US sanctions against the Taliban.",negative,2022-02-23
VADER,"The West does have a sense of frustration over Afghanistan, but it cannot be allowed to shrug off its responsibility in an immoral matter. ",negative,2022-02-23
VADER,"The West is facing what former European Commission President Jean-Claude Juncker called a ""polycrisis.""",neutral,2022-02-23
VADER,"The US is hardly leading the West out of helplessness, and is in fact the cause.",negative,2022-02-23
VADER,"As the Munich Security Report 2022 emphasizes, collectively, they have the chance to turn the tide.",positive,2022-02-23
VADER,Individually they risk being swept away.,negative,2022-02-23
VADER,"Europe needs to make efforts to this end, especially to persuade Washington not to indulge in confrontations with China and Russia. ",negative,2022-02-23
VADER,The author is a senior fellow at the Charhar Institute and China Forum Expert at Tsinghua University.,neutral,2022-02-23
VADER,opinion@globaltimes.com.cn,neutral,2022-02-23
VADER,"On February 21, 1972, US President Richard Nixon came to Beijing to begin a ""world-changing"" visit.",neutral,2022-02-23
VADER,He became the first sitting US president to visit China.,neutral,2022-02-23
VADER,"On February 28, China and the US issued the Shanghai Joint Communiqué, which laid the foundation for the subsequent development of US-China relations.",neutral,2022-02-23
VADER,"Twenty years ago, in February 2002, I interviewed Dr Kissinger in New York.",neutral,2022-02-23
VADER,"Over the past two days, I have gone over my notes from that interview and have been filled with emotion.",neutral,2022-02-23
VADER,"The China-US relationship seems to have gone through a strange circle, from breaking the ice in 1972, to steadily rising to a warm point in 2002, and then beginning to freeze again.",positive,2022-02-23
VADER,The world is also in the midst of dramatic change.,neutral,2022-02-23
VADER,"From Chairman Mao Zedong's handshake with President Nixon, to former President Trump's ""decoupling"" with, to China-Russia back-to-back partnership today, and the outbreak of the Ukraine crisis, great powers are beginning to reorganize.",neutral,2022-02-23
VADER,I clearly remember Dr Kissinger telling me at the time that the breakthrough in the Shanghai Communiqué was largely due to a mutual recognition that establishing direct contacts was possible and in the interest of both sides.,positive,2022-02-23
VADER,Kissinger said President Nixon made the goal of establishing diplomatic relations with China an integral part of his international strategy as soon as he took office.,neutral,2022-02-23
VADER,The Chinese side had the same consideration.,neutral,2022-02-23
VADER,"According to Kissinger, there were also concerns on the Chinese side at the time about the threat from the Soviet Union.",negative,2022-02-23
VADER,Those were the two bases on which the Shanghai Communiqué made its breakthrough.,neutral,2022-02-23
VADER,"The basic spirit of the communiqué, in his view, was to establish a direct cooperative relationship between the US and China.",positive,2022-02-23
VADER,The two foundations Dr Kissinger spoke of reflect his idea of a balanced strategy.,neutral,2022-02-23
VADER,The central idea of his book World Order was that a balance of power based on the Peace of Westphalia was the key to avoiding war and building peace.,positive,2022-02-23
VADER,"This idea of strategic balance still influences Washington's global strategy today, and the adjustment of US policy toward China clearly comes from this idea.",positive,2022-02-23
VADER,"In recent years, some in Washington have insisted that the US-China relationship is headed for a breakdown because China has adopted a more aggressive strategy of foreign expansion, undermining the order that the US has worked on for years to establish in the Asia-Pacific region and is upsetting the global balance of power.",negative,2022-02-23
VADER,Some US scholars also cited Kissinger's advice before Nixon's visit to China 50 years ago.,neutral,2022-02-23
VADER,"According to declassified documents, Kissinger told Nixon at the time that the US should ""play the balance of power game without any emotion.",positive,2022-02-23
VADER,"""Kissinger also predicted that in 20 years, China would be ""even more powerful"" and reminded the US president at that time to consider how to rely on Russia to keep China down.",positive,2022-02-23
VADER,Such a balance of power game is to create a US-led structure to balance the relationship between global powers.,positive,2022-02-23
VADER,"Essentially it is not about trying to cooperate with the other side, but to ensure that the US can suppress and dismantle the other side in order to achieve US hegemony.",positive,2022-02-23
VADER,Such a balancing structure will eventually force many small and medium-sized countries to choose sides.,neutral,2022-02-23
VADER,"The crisis in Ukraine, which has gone so far, is a typical example.",negative,2022-02-23
VADER,"However, after China's peaceful rise, such a balancing strategy has become increasingly difficult to achieve.",positive,2022-02-23
VADER,"China and the US have become increasingly interdependent over the course of the past 50 years, and it is clear that their relationship is no longer tempered by equilibrium.",positive,2022-02-23
VADER,Any forces that Washington would like to leverage to reorganize the so-called balance will hardly stop China's continued development.,positive,2022-02-23
VADER,"Fifty years ago, the US-China relationship made a breakthrough because of the US balancing strategy, and now, 50 years later, the relationship is beginning to ""decouple.""",neutral,2022-02-23
VADER,"This is because, in Washington's balanced strategy, it has never seen itself as a party that can be on an equal footing with its so-called rivals, but always calculating how to prevent other countries from challenging its hegemonic position.",positive,2022-02-23
VADER,"The author is a senior editor with People's Daily, and currently a senior fellow with the Chongyang Institute for Financial Studies at Renmin University of China. dinggang@globaltimes.com.cn.",neutral,2022-02-23
VADER,Follow him on Twitter @dinggangchina,neutral,2022-02-23
VADER,"Russian President Vladimir Putin on Monday signed two decrees recognizing ""the Lugansk People's Republic (LPR)"" and ""the Donetsk People's Republic (DPR)"" as independent and sovereign states.",neutral,2022-02-23
VADER,Ukraine decided to recall its charge d'affairs in Russia and will reconsider its diplomatic relations with Russia.,neutral,2022-02-23
VADER,The sudden change in the Ukraine situation has aroused great concern around the world.,positive,2022-02-23
VADER,"In this regard, Chinese State Councilor and Foreign Minister Wang Yi said on Tuesday that the legitimate security concerns of any country must be respected, and the purposes and principles of the UN Charter must be upheld.",positive,2022-02-23
VADER,"He said China once again called on all parties to exercise restraint, appreciate the importance of implementing the principle of indivisible security, and de-escalate the situation and resolve differences through dialogue and negotiations.",positive,2022-02-23
VADER,It should be noted that it is very regrettable that the Ukrainian issue has evolved so far.,negative,2022-02-23
VADER,"The US has continued its intensive containment on Russia, which finally forced Russia to try to realize its security demands in such a way.",negative,2022-02-23
VADER,This is the outburst of the dissatisfaction of the party whose security demands have been ignored for a long time since the end of the Cold War.,negative,2022-02-23
VADER,The situation in Ukraine is deteriorating.,neutral,2022-02-23
VADER,"At this time, the international community cannot discard its efforts for peace and to avoid further escalating the situation.",positive,2022-02-23
VADER,The prospect of the situation between Russia and Ukraine remains highly uncertain.,negative,2022-02-23
VADER,The US and Western countries immediately condemned Russia's move.,negative,2022-02-23
VADER,"The White House officials said further ""coordinated"" sanctions directed at Russia would be announced on Tuesday.",neutral,2022-02-23
VADER,"UN Secretary-General António Guterres said Russia's decision is ""a violation of the territorial integrity and sovereignty of Ukraine and inconsistent with the principles of the Charter of the United Nations.""",positive,2022-02-23
VADER,"He called for addressing ""all issues peacefully.""",positive,2022-02-23
VADER,"Many countries said they should not give up diplomatic means to peacefully solve the problem and underlined that ""constructive diplomacy is the need of the hour.",positive,2022-02-23
VADER,"""The Russia-Ukraine crisis is a dual crisis, in which bilateral conflicts between Russia and Ukraine are intertwined with the strategic suppression that NATO's eastward expansion has brought to Russia.",negative,2022-02-23
VADER,All relevant parties have put forward their own security demands before.,positive,2022-02-23
VADER,"Although no consensus was reached, that doesn't necessarily mean a complete breakup of negotiations.",negative,2022-02-23
VADER,It hasn't reached the point that the issue must be solved by war.,negative,2022-02-23
VADER,Whether the situation will further escalate next mainly depends on the scale of the US sanctions imposed on Russia and whether Russia will be provoked to take more aggressive measures.,negative,2022-02-23
VADER,Peace and no war is in the biggest and common interests of all countries in the European continent.,positive,2022-02-23
VADER,"In this sense, only by achieving a soft landing for the Russia-Ukraine crisis can Europe realize peace.",negative,2022-02-23
VADER,"True security should be inalienable, common, integrated, cooperative and sustainable.",positive,2022-02-23
VADER,"This means all sides' security interests should be respected and safeguarded, and if any party's security concerns are ignored or even trampled on, geopolitical disputes will continue and never cease.",positive,2022-02-23
VADER,The knot must be untied by the one who tied it.,neutral,2022-02-23
VADER,Russia and Ukraine need to have face-to-face dialogues.,neutral,2022-02-23
VADER,The US and NATO should be pulled back from the Russia-Ukraine crisis as much as possible and there should be no more complicated elements added to influence the situation.,negative,2022-02-23
VADER,"In particular, at a time when the situation is uncertain, all sides should leave some space for Russia and Ukraine to solve the problems.",negative,2022-02-23
VADER,"Confrontation, sanctions, or even a direct battle will not help ease tensions.",negative,2022-02-23
VADER,The flames scattered in eastern Ukraine are reminding all parties of the fact that blindly imposing pressure will only lead to an escalation of conflicts.,negative,2022-02-23
VADER,"What is most needed there are restraints and rationality, as well as constructive efforts of the international community.   ",positive,2022-02-23
VADER,China has no self-interest in the Ukraine issue.,negative,2022-02-23
VADER,It has always upheld a fair and responsible attitude and will decide its own position based on the merits of the matter itself.,positive,2022-02-23
VADER,"Although all parties have different views on the Ukraine crisis, the top priority now is to avoid any actions that could intensify tensions.",negative,2022-02-23
VADER,The international community should reach such a consensus as soon as possible.,neutral,2022-02-23
VADER,The development of the Ukraine situation is the result of a series of complex factors.,neutral,2022-02-23
VADER,"Now that it has come to the brink of a cliff, all parties should work together to pull it back.",positive,2022-02-23
VADER, Ukrainian President Volodymyr Zelensky said on Tuesday that he expects no conflict with Russia.,positive,2022-02-23
VADER,"""We believe that there will be no large-scale war against Ukraine, and there won't be a wide escalation from the side of the Russian Federation,"" Zelensky said, adding that Kiev stands ready to impose a martial law if there is aggression against Ukraine.",neutral,2022-02-23
VADER,"Earlier in the day, Zelensky said that he was weighing a request from the foreign ministry to sever diplomatic ties with Russia.",neutral,2022-02-23
VADER,"Russian President Vladimir Putin on Monday signed two decrees recognizing ""the Lugansk People's Republic (LPR)"" and ""the Donetsk People's Republic (DPR)"" as independent and sovereign states.",neutral,2022-02-23
VADER,"At a ceremony held in the Kremlin, Putin also inked the treaty of friendship, cooperation and mutual assistance between Russia and the LPR and the DPR respectively with the heads of the two ""republics,"" a Kremlin statement said.",positive,2022-02-23
VADER, British Prime Minister Boris Johnson announced on Tuesday a range of sanctions against Russia in response to the latest development in Ukraine.,neutral,2022-02-23
VADER,"Johnson told the House of Commons that Russian President Vladimir Putin had violated the Minsk agreements by recognizing the ""Lugansk People's Republic"" and the ""Donetsk People's Republic"" as independent and sovereign states.",negative,2022-02-23
VADER,"Announcing the sanctions, Johnson said that Britain would sanction five Russian banks and three very high net worth individuals.",positive,2022-02-23
VADER,"""Any assets they hold in the UK will be frozen, the individuals concerned will be banned from traveling here, and we will prohibit all UK individuals and entities from having any dealings with them,"" he said, adding that this is the ""first tranche, the first barrage, of what we are prepared to do alongside the United States and the European Union if the situation escalates still further.",positive,2022-02-23
VADER,"""Russia has vowed to retaliate if new sanctions are imposed.",negative,2022-02-23
VADER,"Putin said on Monday he was aware that the West was trying to ""blackmail"" Russia again with sanctions, but said he believed that sanctions would continue just because Russia exists, regardless of the situation in Ukraine.",neutral,2022-02-23
VADER,Johnson said Britain would not give up on seeking a diplomatic resolution to the situation in Ukraine.,neutral,2022-02-23
VADER," The chief of the North Atlantic Treaty Organization (NATO) has urged Russia to ""choose the path of diplomacy"" in the conflict with Ukraine.",negative,2022-02-23
VADER,"""This is the most dangerous moment in European security for a generation,"" NATO Secretary General Jens Stoltenberg said at the conclusion of an extraordinary meeting of the NATO-Ukraine Commission here on Tuesday.",negative,2022-02-23
VADER,"""Europe and North America continue to stand strong together in NATO, committed to defend and protect each other,"" he said.",positive,2022-02-23
VADER,He said NATO put its Response Force on higher readiness several weeks ago and has 100 jets on high alert and 120 ships at sea.,positive,2022-02-23
VADER,"However, he stressed that it was not late to choose the path of diplomacy rather than attack as he called on Russia to engage in talks to find a political solution to the conflict.",negative,2022-02-23
VADER,He welcomed the economic sanctions announced by many NATO allies and the decision by the German government that it cannot certify the Nord Stream 2 pipeline.,positive,2022-02-23
VADER,Stoltenberg also said that Russian forces continue to prepare for a potential attack on Ukraine after Moscow recognized two separatist regions as independent.,negative,2022-02-23
VADER,"Russian President Vladimir Putin on Monday signed two decrees recognizing the ""Lugansk People's Republic (LPR)"" and the ""Donetsk People's Republic (DPR)"" as independent and sovereign states.",neutral,2022-02-23
VADER,"The European security crisis was caused by NATO's eastward expansion, which has led to the loss of mutual trust, Putin said on Monday.",negative,2022-02-23
VADER,"He said it was just for NATO to accept Ukraine as a member state and then build facilities on its territory, which would dramatically raise the level of military threats to Russia.",negative,2022-02-23
VADER," The European Union (EU) is ready to take further action against Russia if it continues to escalate the crisis, European Commission President Ursula von der Leyen warned here on Tuesday.",negative,2022-02-23
VADER,"In a statement, von der Leyen said EU member states had given their political consent to a new package of sanctions against Russia following its recognition of the independence of the Ukrainian regions of Donetsk and Luhansk.",positive,2022-02-23
VADER,"The package contains a number of ""calibrated measures"" targeting banks that finance the Russian military apparatus and contribute to the destabilization of Ukraine.",positive,2022-02-23
VADER,"It also bans trade between the two breakaway regions and the EU, as it did with Crimea in 2014, and limits the Russian government's ability to raise capital on the EU's financial markets.",positive,2022-02-23
VADER,"Russian President Vladimir Putin on Monday evening signed decrees recognizing the independence of two self-proclaimed regions in eastern Ukraine's Donbass as ""the Lugansk People's Republic (LPR)"" and ""the Donetsk People's Republic (DPR).""Russia has done everything to preserve the territorial integrity of Ukraine by fighting for the implementation of 2015 Minsk agreement, but all the efforts ended up in vain, Putin said on Monday.",negative,2022-02-23
VADER,"The security crisis occurred due to NATO's eastward expansion, which has led to the loss of mutual trust with Russia, he noted.",negative,2022-02-23
