annotation_category,annotation,entity,sentence,entity_atomized,sentiment,tsc_sentiment,blame,praise
praise,"has opened to traffic, creating a new channel connecting the two countries",the Heihe-Blagoveshchensk cross-border highway bridge,"During their conversation, Xi noted that since the beginning of this year, bilateral relations have maintained a sound development momentum in the face of global turbulence and transformations.The economic and trade cooperation between the two countries has made steady progress, Xi said, adding that the Heihe-Blagoveshchensk cross-border highway bridge has opened to traffic, creating a new channel connecting the two countries.The Chinese side stands ready to work with the Russian side to push for steady and long-term development of practical bilateral cooperation, Xi said.China is willing to work with Russia to continue supporting each other on their respective core interests concerning sovereignty and security, as well as on their major concerns, deepening their strategic coordination, and strengthening communication and coordination in such important international and regional organizations as the United Nations, the BRICS mechanism and the Shanghai Cooperation Organization, Xi said.China is also willing to work with Russia to promote solidarity and cooperation among emerging market countries and developing nations, and push for the development of the international order and global governance toward a more just and reasonable direction, he added.",Heihe,1,1,0,1
praise,"is willing to work with Russia to continue supporting each other on their respective core interests concerning sovereignty and security, as well as on their major concerns, deepening their strategic coordination, and strengthening communication and coordination in such important international and regional organizations as the United Nations, the BRICS mechanism and the Shanghai Cooperation Organization",China,"During their conversation, Xi noted that since the beginning of this year, bilateral relations have maintained a sound development momentum in the face of global turbulence and transformations.The economic and trade cooperation between the two countries has made steady progress, Xi said, adding that the Heihe-Blagoveshchensk cross-border highway bridge has opened to traffic, creating a new channel connecting the two countries.The Chinese side stands ready to work with the Russian side to push for steady and long-term development of practical bilateral cooperation, Xi said.China is willing to work with Russia to continue supporting each other on their respective core interests concerning sovereignty and security, as well as on their major concerns, deepening their strategic coordination, and strengthening communication and coordination in such important international and regional organizations as the United Nations, the BRICS mechanism and the Shanghai Cooperation Organization, Xi said.China is also willing to work with Russia to promote solidarity and cooperation among emerging market countries and developing nations, and push for the development of the international order and global governance toward a more just and reasonable direction, he added.",China,1,1,0,1
praise,"is also willing to work with Russia to promote solidarity and cooperation among emerging market countries and developing nations, and push for the development of the international order and global governance toward a more just and reasonable direction",China,"During their conversation, Xi noted that since the beginning of this year, bilateral relations have maintained a sound development momentum in the face of global turbulence and transformations.The economic and trade cooperation between the two countries has made steady progress, Xi said, adding that the Heihe-Blagoveshchensk cross-border highway bridge has opened to traffic, creating a new channel connecting the two countries.The Chinese side stands ready to work with the Russian side to push for steady and long-term development of practical bilateral cooperation, Xi said.China is willing to work with Russia to continue supporting each other on their respective core interests concerning sovereignty and security, as well as on their major concerns, deepening their strategic coordination, and strengthening communication and coordination in such important international and regional organizations as the United Nations, the BRICS mechanism and the Shanghai Cooperation Organization, Xi said.China is also willing to work with Russia to promote solidarity and cooperation among emerging market countries and developing nations, and push for the development of the international order and global governance toward a more just and reasonable direction, he added.",China,1,1,0,1
praise,China's remarkable developments and achievements under the leadership of,Xi,"For his part, Putin hailed China's remarkable developments and achievements under the leadership of Xi.",Xi,1,1,0,1
praise,boosting a fairer  and more reasonable world order,Russia hopes to enhance multilateral work with China,"Russia supports China on the global security initiative, and oppose any force using questions relevant to Xinjiang, Hong Kong and Taiwan to interfere in China's internal affairs, and Russia hopes to enhance multilateral work with China in boosting a fairer  and more reasonable world order, Putin stressed.",Russia,1,-1,0,1
praise,boosting a fairer  and more reasonable world order,Russia hopes to enhance multilateral work with China,"Russia supports China on the global security initiative, and oppose any force using questions relevant to Xinjiang, Hong Kong and Taiwan to interfere in China's internal affairs, and Russia hopes to enhance multilateral work with China in boosting a fairer  and more reasonable world order, Putin stressed.",China,1,1,0,1
praise,has always made independent judgments based on the history and merits of the issue,China,China has always made independent judgments based on the history and merits of the issue.,China,1,1,0,1
blame,are involved in the deliberate dissemination of false and one-sided information about Russia and events in Ukraine and Donbass,The British journalists included in the list,"""The British journalists included in the list are involved in the deliberate dissemination of false and one-sided information about Russia and events in Ukraine and Donbass,"" the ministry said, adding that with their biased assessments, they also contribute to fueling Russophobia in British society.The 20 individuals ""linked to the UK defense industry were involved in making decisions on the supply of weapons to Ukraine, which are used by local punishers and Nazi formations to kill civilians and destroy civilian infrastructure,"" the ministry said.",British,-1,1,1,0
blame,contribute to fueling Russophobia in British society,The British journalists included in the list,"""The British journalists included in the list are involved in the deliberate dissemination of false and one-sided information about Russia and events in Ukraine and Donbass,"" the ministry said, adding that with their biased assessments, they also contribute to fueling Russophobia in British society.The 20 individuals ""linked to the UK defense industry were involved in making decisions on the supply of weapons to Ukraine, which are used by local punishers and Nazi formations to kill civilians and destroy civilian infrastructure,"" the ministry said.",British,-1,1,1,0
blame,"were involved in making decisions on the supply of weapons to Ukraine, which are used by local punishers and Nazi formations to kill civilians and destroy civilian infrastructure","20 individuals ""linked to the UK defense industry","""The British journalists included in the list are involved in the deliberate dissemination of false and one-sided information about Russia and events in Ukraine and Donbass,"" the ministry said, adding that with their biased assessments, they also contribute to fueling Russophobia in British society.The 20 individuals ""linked to the UK defense industry were involved in making decisions on the supply of weapons to Ukraine, which are used by local punishers and Nazi formations to kill civilians and destroy civilian infrastructure,"" the ministry said.",UK,-1,1,1,0
praise,sent a positive signa,the meeting between the Chinese and US defense chiefs,"In this context, the meeting between the Chinese and US defense chiefs on Friday sent a positive signal.",US,1,1,0,1
praise,sent a positive signa,the meeting between the Chinese and US defense chiefs,"In this context, the meeting between the Chinese and US defense chiefs on Friday sent a positive signal.",Chinese,1,1,0,1
blame,have chosen to follow the US to attack China over security issues,Japan and Australia,Only states like Japan and Australia have chosen to follow the US to attack China over security issues.,Australia,1,1,1,0
blame,have chosen to follow the US to attack China over security issues,Japan and Australia,Only states like Japan and Australia have chosen to follow the US to attack China over security issues.,Japan,1,1,1,0
praise,is almost the only stable region in the world,Asia-Pacific,Now it seems Asia-Pacific is almost the only stable region in the world.,Asia-Pacific,1,1,0,1
blame,has pushed the idea of alliance and coterie that targets third parties and stimulates security hot spot issues from time to time,US,The US has pushed the idea of alliance and coterie that targets third parties and stimulates security hot spot issues from time to time.,US,1,0,1,0
praise,"is to build a community with a shared future for mankind and a ""new security concept"" embodied in the Global Security Initiative",China's idea,"On the other hand, China's idea is to build a community with a shared future for mankind and a ""new security concept"" embodied in the Global Security Initiative.",China,1,0,0,1
praise,remain unchanged when the world is experiencing turbulence and uncertainty,the close China-Russia strategic partnership and high-level mutual trust between the two sides,"Chinese President Xi Jinping on Wednesday afternoon held a phone conversation with his Russian counterpart Vladimir Putin, with analysts saying this is a signal to the world that the close China-Russia strategic partnership and high-level mutual trust between the two sides remain unchanged when the world is experiencing turbulence and uncertainty.The NATO summit and the BRICS summit will be held later this month, and the communication between the top leaders of China and Russia is also sending a message to the world that the two major powers will continue to have mutual support on matters regarding their core interests and will keep pushing the multi-polarization of the international order, experts said.",Russia,1,0,0,1
praise,remain unchanged when the world is experiencing turbulence and uncertainty,the close China-Russia strategic partnership and high-level mutual trust between the two sides,"Chinese President Xi Jinping on Wednesday afternoon held a phone conversation with his Russian counterpart Vladimir Putin, with analysts saying this is a signal to the world that the close China-Russia strategic partnership and high-level mutual trust between the two sides remain unchanged when the world is experiencing turbulence and uncertainty.The NATO summit and the BRICS summit will be held later this month, and the communication between the top leaders of China and Russia is also sending a message to the world that the two major powers will continue to have mutual support on matters regarding their core interests and will keep pushing the multi-polarization of the international order, experts said.",China,1,0,0,1
blame,to use the Russia-Ukraine crisis to instigate China-Russia ties,the West,"There is no chance for the West to use the Russia-Ukraine crisis to instigate China-Russia ties and China's stance with fairness and justice has won the understanding of both Russia and Ukraine, observers noted.",West,1,0,1,0
praise,with fairness and justice has won the understanding of both Russia and Ukraine,China's stance,"There is no chance for the West to use the Russia-Ukraine crisis to instigate China-Russia ties and China's stance with fairness and justice has won the understanding of both Russia and Ukraine, observers noted.",China,1,0,0,1
praise,has made steady progress,The economic and trade cooperation between the two countries,"During their conversation, Xi noted that since the beginning of this year, bilateral relations have maintained a sound development momentum in the face of global turbulence and transformations.The economic and trade cooperation between the two countries has made steady progress, Xi said, adding that the Heihe-Blagoveshchensk cross-border highway bridge has opened to traffic, creating a new channel connecting the two countries.The Chinese side stands ready to work with the Russian side to push for steady and long-term development of practical bilateral cooperation, Xi said.The two heads of state also exchanged views on the Ukraine issue.",The economic and trade cooperation between the two countries,1,1,0,1
praise,"has always independently assessed the situation on the basis of the historical context and the merits of the issue, and actively promoted world peace and the stability of the global economic order",China,"Xi emphasized that China has always independently assessed the situation on the basis of the historical context and the merits of the issue, and actively promoted world peace and the stability of the global economic order.All parties should push for a proper settlement of the Ukraine crisis in a responsible manner, Xi said, adding that China for this purpose will continue to play its due role.Yang Jin, an expert at the Institute of Russian, Eastern European, and Central Asian Studies under the Chinese Academy of Social Sciences, told the Global Times on Wednesday that this shows that the strategic firmness of China to keep developing ties and promote cooperation with Russia in the fields of economy and trade, even if the West is pressuring China to join their sanctions against Russia.On this matter, China is not alone, as most non-Western countries, as well as some EU and NATO members, don't share the view to indiscriminately sanction Russia on everything or cut off all cooperation and exchanges even if this comes with a high cost, and there is nothing wrong for the countries  to develop ties with Russia based on the interests of their people, said analysts.",China,1,0,0,1
praise,to keep developing ties and promote cooperation with Russia in the fields of economy and trade,the strategic firmness of China,"Xi emphasized that China has always independently assessed the situation on the basis of the historical context and the merits of the issue, and actively promoted world peace and the stability of the global economic order.All parties should push for a proper settlement of the Ukraine crisis in a responsible manner, Xi said, adding that China for this purpose will continue to play its due role.Yang Jin, an expert at the Institute of Russian, Eastern European, and Central Asian Studies under the Chinese Academy of Social Sciences, told the Global Times on Wednesday that this shows that the strategic firmness of China to keep developing ties and promote cooperation with Russia in the fields of economy and trade, even if the West is pressuring China to join their sanctions against Russia.On this matter, China is not alone, as most non-Western countries, as well as some EU and NATO members, don't share the view to indiscriminately sanction Russia on everything or cut off all cooperation and exchanges even if this comes with a high cost, and there is nothing wrong for the countries  to develop ties with Russia based on the interests of their people, said analysts.",China,1,0,0,1
blame,is pressuring China to join their sanctions against Russia,the West,"Xi emphasized that China has always independently assessed the situation on the basis of the historical context and the merits of the issue, and actively promoted world peace and the stability of the global economic order.All parties should push for a proper settlement of the Ukraine crisis in a responsible manner, Xi said, adding that China for this purpose will continue to play its due role.Yang Jin, an expert at the Institute of Russian, Eastern European, and Central Asian Studies under the Chinese Academy of Social Sciences, told the Global Times on Wednesday that this shows that the strategic firmness of China to keep developing ties and promote cooperation with Russia in the fields of economy and trade, even if the West is pressuring China to join their sanctions against Russia.On this matter, China is not alone, as most non-Western countries, as well as some EU and NATO members, don't share the view to indiscriminately sanction Russia on everything or cut off all cooperation and exchanges even if this comes with a high cost, and there is nothing wrong for the countries  to develop ties with Russia based on the interests of their people, said analysts.",West,1,0,1,0
praise,"don't share the view to indiscriminately sanction Russia on everything or cut off all cooperation and exchanges even if this comes with a high cost, and there is nothing wrong for the countries  to develop ties with Russia based on the interests of their people","China is not alone, as most non-Western countries, as well as some EU and NATO members","Xi emphasized that China has always independently assessed the situation on the basis of the historical context and the merits of the issue, and actively promoted world peace and the stability of the global economic order.All parties should push for a proper settlement of the Ukraine crisis in a responsible manner, Xi said, adding that China for this purpose will continue to play its due role.Yang Jin, an expert at the Institute of Russian, Eastern European, and Central Asian Studies under the Chinese Academy of Social Sciences, told the Global Times on Wednesday that this shows that the strategic firmness of China to keep developing ties and promote cooperation with Russia in the fields of economy and trade, even if the West is pressuring China to join their sanctions against Russia.On this matter, China is not alone, as most non-Western countries, as well as some EU and NATO members, don't share the view to indiscriminately sanction Russia on everything or cut off all cooperation and exchanges even if this comes with a high cost, and there is nothing wrong for the countries  to develop ties with Russia based on the interests of their people, said analysts.",EU,1,0,0,1
praise,"don't share the view to indiscriminately sanction Russia on everything or cut off all cooperation and exchanges even if this comes with a high cost, and there is nothing wrong for the countries  to develop ties with Russia based on the interests of their people","China is not alone, as most non-Western countries, as well as some EU and NATO members","Xi emphasized that China has always independently assessed the situation on the basis of the historical context and the merits of the issue, and actively promoted world peace and the stability of the global economic order.All parties should push for a proper settlement of the Ukraine crisis in a responsible manner, Xi said, adding that China for this purpose will continue to play its due role.Yang Jin, an expert at the Institute of Russian, Eastern European, and Central Asian Studies under the Chinese Academy of Social Sciences, told the Global Times on Wednesday that this shows that the strategic firmness of China to keep developing ties and promote cooperation with Russia in the fields of economy and trade, even if the West is pressuring China to join their sanctions against Russia.On this matter, China is not alone, as most non-Western countries, as well as some EU and NATO members, don't share the view to indiscriminately sanction Russia on everything or cut off all cooperation and exchanges even if this comes with a high cost, and there is nothing wrong for the countries  to develop ties with Russia based on the interests of their people, said analysts.",West,1,0,0,1
praise,"don't share the view to indiscriminately sanction Russia on everything or cut off all cooperation and exchanges even if this comes with a high cost, and there is nothing wrong for the countries  to develop ties with Russia based on the interests of their people","China is not alone, as most non-Western countries, as well as some EU and NATO members","Xi emphasized that China has always independently assessed the situation on the basis of the historical context and the merits of the issue, and actively promoted world peace and the stability of the global economic order.All parties should push for a proper settlement of the Ukraine crisis in a responsible manner, Xi said, adding that China for this purpose will continue to play its due role.Yang Jin, an expert at the Institute of Russian, Eastern European, and Central Asian Studies under the Chinese Academy of Social Sciences, told the Global Times on Wednesday that this shows that the strategic firmness of China to keep developing ties and promote cooperation with Russia in the fields of economy and trade, even if the West is pressuring China to join their sanctions against Russia.On this matter, China is not alone, as most non-Western countries, as well as some EU and NATO members, don't share the view to indiscriminately sanction Russia on everything or cut off all cooperation and exchanges even if this comes with a high cost, and there is nothing wrong for the countries  to develop ties with Russia based on the interests of their people, said analysts.",China,1,0,0,1
praise,"don't share the view to indiscriminately sanction Russia on everything or cut off all cooperation and exchanges even if this comes with a high cost, and there is nothing wrong for the countries  to develop ties with Russia based on the interests of their people","China is not alone, as most non-Western countries, as well as some EU and NATO members","Xi emphasized that China has always independently assessed the situation on the basis of the historical context and the merits of the issue, and actively promoted world peace and the stability of the global economic order.All parties should push for a proper settlement of the Ukraine crisis in a responsible manner, Xi said, adding that China for this purpose will continue to play its due role.Yang Jin, an expert at the Institute of Russian, Eastern European, and Central Asian Studies under the Chinese Academy of Social Sciences, told the Global Times on Wednesday that this shows that the strategic firmness of China to keep developing ties and promote cooperation with Russia in the fields of economy and trade, even if the West is pressuring China to join their sanctions against Russia.On this matter, China is not alone, as most non-Western countries, as well as some EU and NATO members, don't share the view to indiscriminately sanction Russia on everything or cut off all cooperation and exchanges even if this comes with a high cost, and there is nothing wrong for the countries  to develop ties with Russia based on the interests of their people, said analysts.",NATO,1,0,0,1
praise,"is willing to work with Russia to continue supporting each other on their respective core interests concerning sovereignty and security, as well as on their major concerns, deepening their strategic coordination, and strengthening communication and coordination in such important international and regional organizations as the United Nations, the BRICS mechanism and the Shanghai Cooperation Organization (SCO)",China,"China is willing to work with Russia to continue supporting each other on their respective core interests concerning sovereignty and security, as well as on their major concerns, deepening their strategic coordination, and strengthening communication and coordination in such important international and regional organizations as the United Nations, the BRICS mechanism and the Shanghai Cooperation Organization (SCO), Xi said.China is also willing to work with Russia to promote solidarity and cooperation among emerging market countries and developing nations, and push for the development of the international order and global governance toward a more just and reasonable direction, he added.Cui Heng, an assistant research fellow from the Center for Russian Studies of East China Normal University, told the Global Times on Wednesday that since the beginning of the Russia-Ukraine crisis, the US has fully activated its Cold War asset, and the upcoming NATO summit will adopt a new Security Concept for the Alliance to target not only Russia but also China, and Japan and South Korea's leaders will attend the summit for the first time.",China,1,0,0,1
praise,"is also willing to work with Russia to promote solidarity and cooperation among emerging market countries and developing nations, and push for the development of the international order and global governance toward a more just and reasonable direction",China,"China is willing to work with Russia to continue supporting each other on their respective core interests concerning sovereignty and security, as well as on their major concerns, deepening their strategic coordination, and strengthening communication and coordination in such important international and regional organizations as the United Nations, the BRICS mechanism and the Shanghai Cooperation Organization (SCO), Xi said.China is also willing to work with Russia to promote solidarity and cooperation among emerging market countries and developing nations, and push for the development of the international order and global governance toward a more just and reasonable direction, he added.Cui Heng, an assistant research fellow from the Center for Russian Studies of East China Normal University, told the Global Times on Wednesday that since the beginning of the Russia-Ukraine crisis, the US has fully activated its Cold War asset, and the upcoming NATO summit will adopt a new Security Concept for the Alliance to target not only Russia but also China, and Japan and South Korea's leaders will attend the summit for the first time.",China,1,0,0,1
blame,has fully activated its Cold War asset,US,"China is willing to work with Russia to continue supporting each other on their respective core interests concerning sovereignty and security, as well as on their major concerns, deepening their strategic coordination, and strengthening communication and coordination in such important international and regional organizations as the United Nations, the BRICS mechanism and the Shanghai Cooperation Organization (SCO), Xi said.China is also willing to work with Russia to promote solidarity and cooperation among emerging market countries and developing nations, and push for the development of the international order and global governance toward a more just and reasonable direction, he added.Cui Heng, an assistant research fellow from the Center for Russian Studies of East China Normal University, told the Global Times on Wednesday that since the beginning of the Russia-Ukraine crisis, the US has fully activated its Cold War asset, and the upcoming NATO summit will adopt a new Security Concept for the Alliance to target not only Russia but also China, and Japan and South Korea's leaders will attend the summit for the first time.",US,1,1,1,0
blame,"will adopt a new Security Concept for the Alliance to target not only Russia but also China,",the upcoming NATO summit,"China is willing to work with Russia to continue supporting each other on their respective core interests concerning sovereignty and security, as well as on their major concerns, deepening their strategic coordination, and strengthening communication and coordination in such important international and regional organizations as the United Nations, the BRICS mechanism and the Shanghai Cooperation Organization (SCO), Xi said.China is also willing to work with Russia to promote solidarity and cooperation among emerging market countries and developing nations, and push for the development of the international order and global governance toward a more just and reasonable direction, he added.Cui Heng, an assistant research fellow from the Center for Russian Studies of East China Normal University, told the Global Times on Wednesday that since the beginning of the Russia-Ukraine crisis, the US has fully activated its Cold War asset, and the upcoming NATO summit will adopt a new Security Concept for the Alliance to target not only Russia but also China, and Japan and South Korea's leaders will attend the summit for the first time.",NATO,1,1,1,0
blame,"is no longer a military organization in the regions around the north of the Atlantic, but will step into Asia and have global influence, and more importantly, it targets Russia and China as its rivals, even enemies",NATO,"""It's clear that NATO is no longer a military organization in the regions around the north of the Atlantic, but will step into Asia and have global influence, and more importantly, it targets Russia and China as its rivals, even enemies,"" he said.China and Russia have no choice but to jointly resist NATO's all-round suppression through close strategic coordination, and further maintain the balance of the global strategic situation, Cui said, noting that this is the key signal delivered by the conversation between Xi and Putin.Yang stressed that the NATO summit is focusing on military and security, while the BRICS summit is focusing on development and the cooperation among the rising economies, so they are different and will not become some kind of Cold War situation like bloc-to-bloc confrontation.",NATO,-1,1,1,0
blame,is focusing on military and security,the NATO summit,"""It's clear that NATO is no longer a military organization in the regions around the north of the Atlantic, but will step into Asia and have global influence, and more importantly, it targets Russia and China as its rivals, even enemies,"" he said.China and Russia have no choice but to jointly resist NATO's all-round suppression through close strategic coordination, and further maintain the balance of the global strategic situation, Cui said, noting that this is the key signal delivered by the conversation between Xi and Putin.Yang stressed that the NATO summit is focusing on military and security, while the BRICS summit is focusing on development and the cooperation among the rising economies, so they are different and will not become some kind of Cold War situation like bloc-to-bloc confrontation.",NATO,-1,1,1,0
praise,is focusing on development and the cooperation among the rising economies,the BRICS summit,"""It's clear that NATO is no longer a military organization in the regions around the north of the Atlantic, but will step into Asia and have global influence, and more importantly, it targets Russia and China as its rivals, even enemies,"" he said.China and Russia have no choice but to jointly resist NATO's all-round suppression through close strategic coordination, and further maintain the balance of the global strategic situation, Cui said, noting that this is the key signal delivered by the conversation between Xi and Putin.Yang stressed that the NATO summit is focusing on military and security, while the BRICS summit is focusing on development and the cooperation among the rising economies, so they are different and will not become some kind of Cold War situation like bloc-to-bloc confrontation.",BRICS,-1,1,0,1
blame,dominate the international community to make confrontation,few Western countries,"But it is important for China and Russia, as well as the rest of BRICS members to send a signal to the world that the international order should focus on development and to ease tensions via dialogue rather than letting a few Western countries dominate the international community to make confrontation dominate the international relations.Another important opportunity for President Xi's phone call with President Putin is that today is President Xi's birthday and the two leaders have enjoyed a deep personal friendship for more than a decade.",few Western countries,1,1,1,0
praise,the two leaders have enjoyed a deep personal friendship for more than a decade,President Xi's phone call with President Putin,"But it is important for China and Russia, as well as the rest of BRICS members to send a signal to the world that the international order should focus on development and to ease tensions via dialogue rather than letting a few Western countries dominate the international community to make confrontation dominate the international relations.Another important opportunity for President Xi's phone call with President Putin is that today is President Xi's birthday and the two leaders have enjoyed a deep personal friendship for more than a decade.",Putin,1,1,0,1
praise,the two leaders have enjoyed a deep personal friendship for more than a decade,President Xi's phone call with President Putin,"But it is important for China and Russia, as well as the rest of BRICS members to send a signal to the world that the international order should focus on development and to ease tensions via dialogue rather than letting a few Western countries dominate the international community to make confrontation dominate the international relations.Another important opportunity for President Xi's phone call with President Putin is that today is President Xi's birthday and the two leaders have enjoyed a deep personal friendship for more than a decade.",Xi,1,1,0,1
praise,Putin said the Russian side sincerely congratulate on its remarkable development achievements,China,"Mutual trust between the leaders of the two countries guarantees the long-term stability of China-Russia relations, Cui noted.For his part, Putin said the Russian side sincerely congratulates China on its remarkable development achievements under the strong leadership of Xi.Since the start of the year, the practical cooperation between Russia and China has been developing steadily, he said, adding that Russia supports the Global Security Initiative proposed by the Chinese side, and opposes any force to interfere with China's internal affairs using so-called issues regarding Xinjiang, Hong Kong and Taiwan, among others, as an excuse.He noted that Russia is ready to strengthen multilateral coordination with China so as to make constructive efforts in boosting multi-polarization of the world, and establishing a more just and reasonable international order.Russia's support toward the issues related to China's core interests, especially on those which face pressure and threats from the US, is as strong as always, said analysts.",China,1,1,0,1
praise,the strong leadership,Xi,"Mutual trust between the leaders of the two countries guarantees the long-term stability of China-Russia relations, Cui noted.For his part, Putin said the Russian side sincerely congratulates China on its remarkable development achievements under the strong leadership of Xi.Since the start of the year, the practical cooperation between Russia and China has been developing steadily, he said, adding that Russia supports the Global Security Initiative proposed by the Chinese side, and opposes any force to interfere with China's internal affairs using so-called issues regarding Xinjiang, Hong Kong and Taiwan, among others, as an excuse.He noted that Russia is ready to strengthen multilateral coordination with China so as to make constructive efforts in boosting multi-polarization of the world, and establishing a more just and reasonable international order.Russia's support toward the issues related to China's core interests, especially on those which face pressure and threats from the US, is as strong as always, said analysts.",Xi,1,1,0,1
praise,"is ready to strengthen multilateral coordination with China so as to make constructive efforts in boosting multi-polarization of the world, and establishing a more just and reasonable international order",Russia,"Mutual trust between the leaders of the two countries guarantees the long-term stability of China-Russia relations, Cui noted.For his part, Putin said the Russian side sincerely congratulates China on its remarkable development achievements under the strong leadership of Xi.Since the start of the year, the practical cooperation between Russia and China has been developing steadily, he said, adding that Russia supports the Global Security Initiative proposed by the Chinese side, and opposes any force to interfere with China's internal affairs using so-called issues regarding Xinjiang, Hong Kong and Taiwan, among others, as an excuse.He noted that Russia is ready to strengthen multilateral coordination with China so as to make constructive efforts in boosting multi-polarization of the world, and establishing a more just and reasonable international order.Russia's support toward the issues related to China's core interests, especially on those which face pressure and threats from the US, is as strong as always, said analysts.",Russia,1,1,0,1
blame,pressure and threats,US,"Mutual trust between the leaders of the two countries guarantees the long-term stability of China-Russia relations, Cui noted.For his part, Putin said the Russian side sincerely congratulates China on its remarkable development achievements under the strong leadership of Xi.Since the start of the year, the practical cooperation between Russia and China has been developing steadily, he said, adding that Russia supports the Global Security Initiative proposed by the Chinese side, and opposes any force to interfere with China's internal affairs using so-called issues regarding Xinjiang, Hong Kong and Taiwan, among others, as an excuse.He noted that Russia is ready to strengthen multilateral coordination with China so as to make constructive efforts in boosting multi-polarization of the world, and establishing a more just and reasonable international order.Russia's support toward the issues related to China's core interests, especially on those which face pressure and threats from the US, is as strong as always, said analysts.",US,1,1,1,0
praise,"is ""the backbone of a multipolar world and plays a vital role in defending NATO's global ambitions and US hegemony,""",The China-Russia comprehensive strategic partnership of coordination,"The China-Russia comprehensive strategic partnership of coordination is ""the backbone of a multipolar world and plays a vital role in defending NATO's global ambitions and US hegemony,"" Cui said.The multilateral cooperation mechanisms with China and Russia's key participation, such as the BRICS and the SCO, are having a stronger voice in international and regional affairs, experts said.",Russia,1,1,0,1
praise,"is ""the backbone of a multipolar world and plays a vital role in defending NATO's global ambitions and US hegemony,""",The China-Russia comprehensive strategic partnership of coordination,"The China-Russia comprehensive strategic partnership of coordination is ""the backbone of a multipolar world and plays a vital role in defending NATO's global ambitions and US hegemony,"" Cui said.The multilateral cooperation mechanisms with China and Russia's key participation, such as the BRICS and the SCO, are having a stronger voice in international and regional affairs, experts said.",China,1,1,0,1
praise,are having a stronger voice in international and regional affairs,"The multilateral cooperation mechanisms with China and Russia's key participation, such as the BRICS and the SCO","The China-Russia comprehensive strategic partnership of coordination is ""the backbone of a multipolar world and plays a vital role in defending NATO's global ambitions and US hegemony,"" Cui said.The multilateral cooperation mechanisms with China and Russia's key participation, such as the BRICS and the SCO, are having a stronger voice in international and regional affairs, experts said.",SCO,1,1,0,1
praise,are having a stronger voice in international and regional affairs,"The multilateral cooperation mechanisms with China and Russia's key participation, such as the BRICS and the SCO","The China-Russia comprehensive strategic partnership of coordination is ""the backbone of a multipolar world and plays a vital role in defending NATO's global ambitions and US hegemony,"" Cui said.The multilateral cooperation mechanisms with China and Russia's key participation, such as the BRICS and the SCO, are having a stronger voice in international and regional affairs, experts said.",Russia,1,1,0,1
praise,are having a stronger voice in international and regional affairs,"The multilateral cooperation mechanisms with China and Russia's key participation, such as the BRICS and the SCO","The China-Russia comprehensive strategic partnership of coordination is ""the backbone of a multipolar world and plays a vital role in defending NATO's global ambitions and US hegemony,"" Cui said.The multilateral cooperation mechanisms with China and Russia's key participation, such as the BRICS and the SCO, are having a stronger voice in international and regional affairs, experts said.",China,1,1,0,1
praise,"are able to provide precious public goods to many developing countries, which have no ideological strings attached compared with the ones provided by the West",China and Russia,"""A key is that China and Russia are able to provide precious public goods to many developing countries, which have no ideological strings attached compared with the ones provided by the West,"" Cui noted.On Wednesday, the 12th Meeting of BRICS National Security Advisers and High Representatives on National Security was held virtually, chaired by Yang Jiechi, a member of the Political Bureau of the Central Committee of the CPC and director of the Office of the Foreign Affairs Commission of the CPC Central Committee in Beijing.",Russia,1,1,0,1
praise,"are able to provide precious public goods to many developing countries, which have no ideological strings attached compared with the ones provided by the West",China and Russia,"""A key is that China and Russia are able to provide precious public goods to many developing countries, which have no ideological strings attached compared with the ones provided by the West,"" Cui noted.On Wednesday, the 12th Meeting of BRICS National Security Advisers and High Representatives on National Security was held virtually, chaired by Yang Jiechi, a member of the Political Bureau of the Central Committee of the CPC and director of the Office of the Foreign Affairs Commission of the CPC Central Committee in Beijing.",China,1,1,0,1
praise,"looks forward to working with other BRICS members to further consolidate political mutual trust, deepen political and security cooperation, jointly safeguard our security and development interests, and make positive contributions to promoting world peace and stability",China,"""As the BRICS chair, China looks forward to working with other BRICS members to further consolidate political mutual trust, deepen political and security cooperation, jointly safeguard our security and development interests, and make positive contributions to promoting world peace and stability,"" he said.",China,1,1,0,1
blame,play the xenophobic card in an election year. What is astonishing is how awful this kind of political card can be,US politicians,"""It's absurd that we continue to export oil to Communist China while Americans pay more than $5 per gallon of gas here at home,"" Scott said.It is not surprising that US politicians play the xenophobic card in an election year.",US,0,1,1,0
blame,has been chaotic beyond words,US politics,This bill fully demonstrates US politics has been chaotic beyond words.,US,-1,1,1,0
blame,has become a laughable country,US,"If it is reviewed and passed, it means that the US has become a laughable country.US inflation hit a 40-year high of 8.6 percent last month.",US,1,1,1,0
blame,"is toxic as it has produced such extreme and irrational politicians. And this kind of politician is not in the minority. They can politicize almost all problems, which will inevitably trigger confusion in the China policy",The US' political soil,The US' political soil is toxic as it has produced such extreme and irrational politicians.,US,-1,1,1,0
blame,won't be capable of tackling anything. This also indicates that the US' domestic problems will intensify,US,"In this context, the US won't be capable of tackling anything.",US,-1,1,1,0
blame,is more divided now than it was during the Vietnam War,US,"Former US secretary of state Henry Kissinger was right when he said the US is more divided now than it was during the Vietnam War.Although Rubio may still win in Florida, among politicians seeking reelection, his advantage is not obvious, so he needs more media attention to boost his chances, the Chinese expert said.",US,1,1,1,0
